Region,Council,Care and Treatment Centre Sites
Shinyanga,Maswa,Malya Dispensary
Shinyanga,Maswa,Shishiyu Dispensary
Shinyanga,Maswa,Malita Dispensary
Shinyanga,Maswa,Sangamwalugesha Dispensary
Shinyanga,Maswa,Ipililo Dispensary
Shinyanga,Maswa,Isanga Dispensary
Shinyanga,Shinyanga Rural,Mwadui Hospital
Shinyanga,Shinyanga Rural,Samuye Health Centre
Shinyanga,Shinyanga Rural,Salawe Health Centre
Shinyanga,Shinyanga Rural,Nindo Health Centre
Shinyanga,Shinyanga Rural,Tinde Health Centre
Shinyanga,Shinyanga Rural,Bugisi Dispensary
Shinyanga,Shinyanga Rural,Lyakabukande Dispensary
Shinyanga,Shinyanga Rural,Mwakitolyo Dispensary
Shinyanga,Shinyanga Rural,Bukene Dispensary
Shinyanga,Shinyanga Rural,Ikonda Dispensary
Shinyanga,Kahama,Kahama District Hospital
Shinyanga,Kahama,Bulungwa Health Centre
Shinyanga,Kahama,Lunguya Health Centre
Shinyanga,Kahama,Kagongwa Dispensary
Shinyanga,Kahama,Ushetu Health Centre
Shinyanga,Kahama,Ukune Health Centre
Shinyanga,Kahama,Chela Health Centre
Shinyanga,Kahama,Chambo Dispensary
Shinyanga,Kahama,Segese Dispensary
Shinyanga,Kahama,Isaka Dispensary
Shinyanga,Kahama,Isagehe Dispensary
Shinyanga,Kahama,Ngogwa Dispensary
Shinyanga,Shinyanga Urban,Shinyanga Regional Hospital
Shinyanga,Shinyanga Urban,Kolandoto Hospital
Shinyanga,Shinyanga Urban,Chamaguha Dispensary
Shinyanga,Shinyanga Urban,Old-Shinyanga Dispensary
Shinyanga,Shinyanga Urban,Kizumbi Dispensary
Shinyanga,Shinyanga Urban,Kambarage Health Centre
Shinyanga,Shinyanga Urban,Chamagua Dispensary
Shinyanga,Shinyanga Urban,Old-Shinyanga JWTZ Health Centre
Shinyanga,Shinyanga Urban,Shinyanga Police Health Centre
Shinyanga,Shinyanga Urban,Magereza Dispensary
Shinyanga,Shinyanga Urban,Ibadakuli Dispensary
Shinyanga,Shinyanga Urban,Mwawaza Dispensary
Shinyanga,Meatu,Meatu District Hospital
Shinyanga,Meatu,Sakasaka Dispensary
Shinyanga,Meatu,Itinje Dispensary
Shinyanga,Meatu,Mwabuzo Dispensary
Shinyanga,Meatu,Kabondo Dispensary
Shinyanga,Meatu,Nghoboko Dispensary
Shinyanga,Meatu,Kisesa Dispensary
Shinyanga,Meatu,Mwabuzo Dispensary
Shinyanga,Meatu,Mwandoya Health Centre
Shinyanga,Meatu,Bukundi Health Centre
Shinyanga,Bukombe,Bukombe District Hospital
Shinyanga,Bukombe,Uyovu Health Centre
Shinyanga,Bukombe,Iboya Health Centre
Shinyanga,Bukombe,Iponya Dispensary
Shinyanga,Bukombe,Masumbwe Health Centre
Shinyanga,Bukombe,Ikunguigazi Dispensary
Shinyanga,Bukombe,Ushirika Dispensary
Shinyanga,Bukombe,Bukombe Dispensary
Shinyanga,Bukombe,Ushirombo Health Centre
Shinyanga,Bukombe,Masumbwe Health Centre
Shinyanga,Kishapu,Kolandoto DDH
Shinyanga,Kishapu,Mwadui Hospital
Shinyanga,Kishapu,Bunambiyu Health Centre
Shinyanga,Kishapu,Maganzo Dispensary
Shinyanga,Kishapu,Songwa Health Centre
Shinyanga,Kishapu,Nhobola Health Centre
Shinyanga,Kishapu,Somagedi Dispensary
Shinyanga,Kishapu,Negezi Dispensary
Shinyanga,Kishapu,Mwamashele Dispensary
Shinyanga,Kishapu,Itilima dispensary
Shinyanga,Kishapu,Masanga Dispensary
Shinyanga,Kishapu,Kishapu Health Centre
Shinyanga,Kishapu,Mipa Dispensary
Shinyanga,Kishapu,Mihama AICT Dispensary
Shinyanga,Kishapu,Bulekela Dispensary
Kagera,Karagwe,Nyakahanga DD Hospital
Kagera,Karagwe,Nkwenda Health Centre
Kagera,Karagwe,Rwambaizi Health entre
Kagera,Karagwe,Kayanga Health Centre
Kagera,Karagwe,Murongo Health Centre
Kagera,Karagwe,Buhamira Dispensary
Kagera,Karagwe,Bujurugo Dispensary
Kagera,Karagwe,Bukangara Dispensary
Kagera,Karagwe,Chamchuzi Dispensary
Kagera,Karagwe,Chanika Dispensary
Kagera,Karagwe,Ihembe Dispensary
Kagera,Karagwe,Kakiro Dispensary
Kagera,Karagwe,Kamagambo Dispensary
Kagera,Karagwe,Katwe Dispensary
Kagera,Karagwe,Nyabinyonza Dispensary
Kagera,Karagwe,Nyaishozi Dispensary
Kagera,Karagwe,Nyakasimbi Dispensary
Kagera,Karagwe,Rugu Dispensary
Kagera,Karagwe,Kibwera Dispensary
Kagera,Karagwe,Businde Dispensary
Kagera,Karagwe,Ibamba Dispensary
Kagera,Karagwe,Kagenyi Hospital
Kagera,Karagwe,Kaisho Dispensary
Kagera,Karagwe,Kakanja Dispensary
Kagera,Karagwe,Kamuli Health Centre
Kagera,Karagwe,Kibale Dispensary
Kagera,Karagwe,Kibimba Dispensary
Kagera,Karagwe,Kibingo Dispensary
Kagera,Karagwe,Kikukuru Dispensary
Kagera,Karagwe,Kimuli Dispensary
Kagera,Karagwe,Kitwechengula Dispensary
Kagera,Karagwe,Kyerwa Dispensary
Kagera,Karagwe,Mabira Dispensary
Kagera,Karagwe,Nyakatuntu Dispensary
Kagera,Karagwe,Nyamiaga Dispensary
Kagera,Karagwe,Rugasha Dispensary
Kagera,Karagwe,rwabwere Dispensary
Kagera,Karagwe,Rwele Dispensary
Kagera,Karagwe,Ruhita Dispensary
Kagera,Karagwe,Kakulaijo Dispensary
Kagera,Karagwe,Songambele Dispensary
Kagera,Karagwe,Kiruruma Dispensary
Kagera,Karagwe,Kishoju Dispensary
Kagera,Karagwe,Isingiro Hospital
Kagera,Karagwe,Nyakaiga Hospital
Kagera,Karagwe,Nyakabanga Dispensary
Kagera,Bukoba Rural,Izimbya Hospital
Kagera,Bukoba Rural,Bulinda Dispensary
Kagera,Bukoba Rural,Bushasha Dispensary
Kagera,Bukoba Rural,Butainamwa Dispensary
Kagera,Bukoba Rural,Buzi Dispensary
Kagera,Bukoba Rural,Ibosa Dispensary
Kagera,Bukoba Rural,Ibwera Dispensary
Kagera,Bukoba Rural,Ikunyu Dispensary
Kagera,Bukoba Rural,Kaagya Dispensary
Kagera,Bukoba Rural,Kabale Dispensary
Kagera,Bukoba Rural,Kiabanja Dispensary
Kagera,Bukoba Rural,Kalema Dispensary
Kagera,Bukoba Rural,Kashozi Health Centre
Kagera,Bukoba Rural,Katare Dispensary
Kagera,Bukoba Rural,Katoma Dispensary
Kagera,Bukoba Rural,Kibirizi Dispensary
Kagera,Bukoba Rural,Kihumulo Dispensary
Kagera,Bukoba Rural,Kikomeroo Dispensary
Kagera,Bukoba Rural,Kyamalange Dispensary
Kagera,Bukoba Rural,Kyamulare Dispensary
Kagera,Bukoba Rural,Maruku Dispensary
Kagera,Bukoba Rural,Mikoni Dispensary
Kagera,Bukoba Rural,Mwemage Health Centre
Kagera,Bukoba Rural,Nsheshe Dispensary
Kagera,Bukoba Rural,Ntoma Dispensary
Kagera,Bukoba Rural,Nyakibimbili Dispensary
Kagera,Bukoba Rural,Ombeya Dispensary
Kagera,Bukoba Rural,Rugaze Health Centre
Kagera,Bukoba Rural,Ruhunga Dispensary
Kagera,Bukoba Rural,Bwizanduru Dispensary
Kagera,Bukoba Rural,Bulila Dispensary
Kagera,Bukoba Rural,Bujugo Dispensary
Kagera,Bukoba Rural,Kanazi Health Centre
Kagera,Bukoba Rural,Katoro Health Centre
Kagera,Bukoba Rural,Kishanje Health Centre
Kagera,Bukoba Rural,Rubale Health Centre
Kagera,Muleba,Rubya Hospital
Kagera,Muleba,Kamachumu Health Centre
Kagera,Muleba,Kaigara Health Centre
Kagera,Muleba,Kimeya Health Centre
Kagera,Muleba,Rushwa Dispensary
Kagera,Muleba,Kaboya JWTZ Health Centre
Kagera,Muleba,Buganguzi Dispensary
Kagera,Muleba,Bumbire Dispebsary
Kagera,Muleba,Burigi Dispensary
Kagera,Muleba,Bushekya Dispensary
Kagera,Muleba,Ilembera Govt Dispensary
Kagera,Muleba,Ilemera ELCT Dispensary
Kagera,Muleba,Kabale Dispensary
Kagera,Muleba,Kagoma Dispensary
Kagera,Muleba,Karambi Dispensary
Kagera,Muleba,Kerebe Dispensary
Kagera,Muleba,Kibanga Dispensary
Kagera,Muleba,Kishanda Dispensary
Kagera,Muleba,Kishuro Dispensary
Kagera,Muleba,AIC Kitua Dispensary
Kagera,Muleba,Kyamyorwa Dispensary
Kagera,Muleba,Kyebitembe Dispensary
Kagera,Muleba,Kyota Dispensary
Kagera,Muleba,Mubunda Dispensary
Kagera,Muleba,Nshamba Dispensary
Kagera,Muleba,Nyakabango Dispensary
Kagera,Muleba,Nyamiranda Dispensary
Kagera,Muleba,Omolunazi Dispensary
Kagera,Muleba,Ruhanga Dispensary
Kagera,Muleba,rwantenge Dispensary
Kagera,Muleba,Rwingembe Dispensary
Kagera,Muleba,Rubando Dispensary
Kagera,Muleba,Muyenje Dispensary
Kagera,Muleba,Mazinda Dispensary
Kagera,Muleba,Ngote Dispensary
Kagera,Muleba,Kamachumu Health Centre
Kagera,Muleba,Kihwera Dispensary
Kagera,Muleba,Ndolage Hospital
Kagera,Muleba,Kagondo Hospital
Kagera,Muleba,Rushwa Dispensary
Kagera,Muleba,Izigo Health Centre
Kagera,Muleba,Kimwani Dispensary
Kagera,Biharamulo,Biharamulo DD Hospital
Kagera,Biharamulo,Nyakahura Health Centre
Kagera,Biharamulo,Ruganzu Dispensary
Kagera,Biharamulo,Kikomakoma Health Centre
Kagera,Biharamulo,Nyantakara Dispensary
Kagera,Biharamulo,Lusahunga Dispensary
Kagera,Biharamulo,Kalenga Dispensary
Kagera,Biharamulo,Kaniha Dispensary
Kagera,Biharamulo,Katoke Dispensary
Kagera,Biharamulo,Nyabusozi Dispensary
Kagera,Biharamulo,Nyakanazi Dispensary
Kagera,Biharamulo,Nyamahanga Dispensary
Kagera,Biharamulo,Rukalagata Health Centre
Kagera,Biharamulo,St. Otto Dispensary
Kagera,Biharamulo,Mavota Dispensary
Kagera,Biharamulo,Mbindi Dispensary
Kagera,Biharamulo,Runazi Dispensary
Kagera,Biharamulo,Ngararambe Dispensary
Kagera,Biharamulo,Nyabugombe Dispensary
Kagera,Biharamulo,Katahoka Dispensary
Kagera,Biharamulo,Nyamigogo Dispensary
Kagera,Biharamulo,Kasozibakaya Dispensary
Kagera,Ngara,Murgwanza DD Hospital
Kagera,Ngara,Nyamiaga Hospital
Kagera,Ngara,Bukiroro Health Centre
Kagera,Ngara,Mrusagamba Health Centre
Kagera,Ngara,Mabawe Health Centre
Kagera,Ngara,Buhororo Dispensary
Kagera,Ngara,Chivu Dispensary
Kagera,Ngara,Djuruligwa Dispensary
Kagera,Ngara,Kabalenzi Dispensary
Kagera,Ngara,Kanazi Dispensary
Kagera,Ngara,kanyinya Dispensary
Kagera,Ngara,Kasharazi Dispensary
Kagera,Ngara,Kasulo Dispensary
Kagera,Ngara,Katerere Dispensary
Kagera,Ngara,Keza Dispensary
Kagera,Ngara,Kirushya Dispensary
Kagera,Ngara,Kumubuga Dispensary
Kagera,Ngara,Lukole Dispensary
Kagera,Ngara,Mayenzi Dispensary
Kagera,Ngara,Mbuba Dispensary
Kagera,Ngara,Mkubu Dispensary
Kagera,Ngara,Mshikamano Dispensary
Kagera,Ngara,Muganza Dispensary
Kagera,Ngara,Mukarehe Dispensary
Kagera,Ngara,Mukatabo Dispensary
Kagera,Ngara,Mumilamila Dispensary
Kagera,Ngara,Munjebwe Dispensary
Kagera,Ngara,Muruvyagila Dispensary
Kagera,Ngara,Muyenzi Dispensary
Kagera,Ngara,Ntobeye Dispensary
Kagera,Ngara,Nyakisasa Dispensary
Kagera,Ngara,Nyalurama Dispensary
Kagera,Ngara,Ruganzo Dispensary
Kagera,Ngara,Rusumo Dispensary
Kagera,Ngara,Shanga Dispensary
Kagera,Ngara,Yamahwa Dispensary
Kagera,Ngara,Kazingati Dispensary
Kagera,Ngara,Kihinga Dispensary
Kagera,Ngara,Kamugamba Dispensary
Kagera,Ngara,Katenga Dispensary
Kagera,Ngara,Mumuhamba Dispensary
Kagera,Ngara,Bugarama Dispensary
Kagera,Ngara,Magamba Dispensary
Kagera,Ngara,Murugamba Dispensary
Kagera,Ngara,Ntanga Dispensary
Kagera,Ngara,Rwibongo Dispensary
Kagera,Ngara,Rulenge Mission Hospital
Kagera,Ngara,St. Therese
Kagera,Ngara,Lourdes Dispensary
Kagera,Ngara,Kabanga Dispensary
Kagera,Bukoba Urban,Kagera Regional Hospital (Bukoba)
Kagera,Bukoba Urban,Rwamishenye Health Centre
Kagera,Bukoba Urban,Buhembe Dispensary
Kagera,Bukoba Urban,Zam Zam Health Centre
Kagera,Bukoba Urban,Kahororo Dispensary
Kagera,Bukoba Urban,Bukoba Medical Centre
Kagera,Bukoba Urban,Bukoba Prison Dispensary
Kagera,Bukoba Urban,Buyekera (Bukoba) Police Dispensary
Kagera,Bukoba Urban,Kishogo Disp
Kagera,Bukoba Urban,Kashai Dispensary
Kagera,Bukoba Urban,St.Theresa Buk Health Centre
Kagera,Bukoba Urban,Kagemu Dispensary
Kagera,Bukoba Urban,Ijunganyondo Dispensary
Kagera,Chato,Busaka Dispensary
Kagera,Chato,Butarama Dispensary
Kagera,Chato,Buziku Dispensary
Kagera,Chato,Buziranyombo Dispensary
Kagera,Chato,Ichwankima Dispensary
Kagera,Chato,Ihanga Dispensary
Kagera,Chato,Ilemela Dispensary
Kagera,Chato,Ilyamchele Dispensary
Kagera,Chato,Iparamasa Dispensary
Kagera,Chato,Kachwamba Dispensary
Kagera,Chato,Kasala Dispensary
Kagera,Chato,Kasenga Dispensary
Kagera,Chato,Katende Dispensary
Kagera,Chato,Nyabugera Dispensary
Kagera,Chato,Nyamirembe Dispensary
Kagera,Chato,Makurungusi Dispensary
Kagera,Chato,Nyabilezi Dispensary
Kagera,Chato,St. Joseph Dispensary
Kagera,Chato,Mkungo Dispensary
Kagera,Chato,Nyambiti Dispensary
Kagera,Chato,Nyatimba Dispensary
Kagera,Chato,Chato District Hospital
Kagera,Chato,Kibehe Dispensary
Kagera,Chato,Bwanga Health Centre
Kagera,Chato,Buseresere Dispensary
Kagera,Chato,Katete Dispensary
Kagera,Chato,Kigongo Dispensary
Kagera,Missenyi,Mugana DD Hospital
Kagera,Missenyi,Bunazi Health Centre
Kagera,Missenyi,Kigarama Dispensary
Kagera,Missenyi,Ruzinga Dispensary
Kagera,Missenyi,Bugango Dispensary
Kagera,Missenyi,Buyango Dispensary
Kagera,Missenyi,Kajunguti Dispensary
Kagera,Missenyi,Kilimilile Dispensary
Kagera,Missenyi,Bubale Dispensary
Kagera,Missenyi,Bugorora Dispensary
Kagera,Missenyi,Bukwai Dispensary
Kagera,Missenyi,Bulembo Dispensary
Kagera,Missenyi,Igayanza Dispensary
Kagera,Missenyi,Ishozi Dispensary
Kagera,Missenyi,Kakindo Dispensary
Kagera,Missenyi,Kakunyu Dispensary
Kagera,Missenyi,Kanyigo Dispensary
Kagera,Missenyi,Kashanga Dispensary
Kagera,Missenyi,Kashenye Dispensary
Kagera,Missenyi,Kikukwe Dispensary
Kagera,Missenyi,Kitobo Dispensary
Kagera,Missenyi,Kyaka Dispensary
Kagera,Missenyi,Kyelima Dispensary
Kagera,Missenyi,Byeju Dispensary
Kagera,Missenyi,Minziro Dispensary
Kagera,Missenyi,Murtukula Dispensary
Kagera,Missenyi,Nyankere Dispensary
Kagera,Missenyi,Bugandiko Dispensary
Kagera,Missenyi,Bubale Dispensary
Kagera,Missenyi,Kashasha Dispensary
Kagera,Missenyi,Gara Dispensary
Kagera,Missenyi,Kilimile Dispensary
Kagera,Missenyi,Kagera Sugar Hospital
Mwanza,Ukerewe,Nansio Ukerewe
Mwanza,Ukerewe,Mriti Health Centre
Mwanza,Ukerewe,Bwisya Health Centre
Mwanza,Ukerewe,Murutirima Health Centre
Mwanza,Ukerewe,Kamasi Dispensary
Mwanza,Ukerewe,Kigara Dispensary
Mwanza,Ukerewe,Bugorola Dispensary
Mwanza,Ukerewe,Bukondo Dispensary
Mwanza,Ukerewe,Muriti Health Centre
Mwanza,Ukerewe,Kagunguli Health Centre
Mwanza,Ukerewe,Bugula Dispensary
Mwanza,Ukerewe,Bukoki Dispensary
Mwanza,Ukerewe,Bukonyo Dispensary
Mwanza,Ukerewe,Bulamba Dispensary
Mwanza,Ukerewe,Busumba Dispensary
Mwanza,Ukerewe,Buzengwe Dispensary
Mwanza,Ukerewe,Chifule Dispensary
Mwanza,Ukerewe,Gallu Dispensary
Mwanza,Ukerewe,Hamkoko Dispensary
Mwanza,Ukerewe,Huduma Dispensary
Mwanza,Ukerewe,Igala Dispensary
Mwanza,Ukerewe,Irugwa Dispensary
Mwanza,Ukerewe,Kazilankanda Dispensary
Mwanza,Ukerewe,Kweru Dispensary
Mwanza,Ukerewe,Muhula Dispensary
Mwanza,Ukerewe,Mukunu Dispensary
Mwanza,Ukerewe,Muruseni Dispensary
Mwanza,Ukerewe,Murutunguru Dispensary
Mwanza,Ukerewe,Namagondo Dispensary
Mwanza,Ukerewe,Nyamanga Dispensary
Mwanza,Ukerewe,Rubya Dispensary
Mwanza,Magu,Magu District Hospital
Mwanza,Magu,Kisesa Health Centre
Mwanza,Magu,Kabila Health Centre
Mwanza,Magu,Nasa Health Centre
Mwanza,Magu,Lukungu Health Centre
Mwanza,Magu,Kahangara Health Centre
Mwanza,Magu,Nyanguge Health Centre
Mwanza,Magu,Lutale Dispensary
Mwanza,Magu,Kisesa B Dispensary
Mwanza,Magu,Ijinga Dispensary
Mwanza,Magu,Nyamikoma Dispensary
Mwanza,Magu,Mahaha Dispensary
Mwanza,Magu,Salama Badugu Dispensary
Mwanza,Magu,Badugu Dispensary
Mwanza,Magu,Buhimbiza Dispenssary
Mwanza,Magu,Buhumbi Dispensary
Mwanza,Magu,Bujashi Dispensary
Mwanza,Magu,Busalanga Dispensary
Mwanza,Magu,Chandulu Dispensary
Mwanza,Magu,Gininiga Dispensary
Mwanza,Magu,Bubinza Dispensary
Mwanza,Magu,Igekemeja Dispensary
Mwanza,Magu,Igombe Dispensary
Mwanza,Magu,Ihayabuyaga Dispensary
Mwanza,Magu,Ijiha Dispensary
Mwanza,Magu,Isolo Dispensary
Mwanza,Magu,Kalemela Dispensary
Mwanza,Magu,Kigangama Dispensary
Mwanza,Magu,Kiloleli Dispensary
Mwanza,Magu,Kinango Dispensary
Mwanza,Magu,Kongolo Dispensary
Mwanza,Magu,Lugeye Dispensary
Mwanza,Magu,Lumeji Dispensary
Mwanza,Magu,Lutubinga Dispensary
Mwanza,Magu,Malili Dispensary
Mwanza,Magu,Matale Dispensary
Mwanza,Magu,Mwabulenga Dispensary
Mwanza,Magu,Mwamabanza Dispensary
Mwanza,Magu,Mwamagigisi Dispensary
Mwanza,Magu,Mwanangi Dispensary
Mwanza,Magu,Mwamanga Dispensary
Mwanza,Magu,Mwamigongwa Dispensary
Mwanza,Magu,Mwamjulila Dispensary
Mwanza,Magu,Mwanhale Dispensary
Mwanza,Magu,Mwasamba Dispensary
Mwanza,Magu,Ngasamo Dispensary
Mwanza,Magu,Nhobola Dispensary
Mwanza,Magu,Nyasato Dispensary
Mwanza,Magu,Nyaluhande Dispensary
Mwanza,Magu,Shishani Dispensary
Mwanza,Magu,Shigala Dispensary
Mwanza,Magu,Walemasonga Dispensary
Mwanza,Magu,Busami Dispensary
Mwanza,Magu,Mkula Mission Hospital
Mwanza,Magu,Igalukilo Health Centre
Mwanza,Magu,Kisesa A Disp
Mwanza,Nyamagana,Nyamagana
Mwanza,Nyamagana,Sekou Toure Regional
Mwanza,Nyamagana,Buhongwa Dispensary
Mwanza,Nyamagana,Nyegezi Disoensary
Mwanza,Nyamagana,Igoma Health Centre
Mwanza,Nyamagana,Mabatini Police Dispensary
Mwanza,Nyamagana,Butimba Prisons Health Centre
Mwanza,Nyamagana,Agakhan Health Centre
Mwanza,Nyamagana,Al - Ijumaa Health Centre
Mwanza,Nyamagana,Sahwa Dispensary
Mwanza,Nyamagana,Mahina Dispensary
Mwanza,Nyamagana,AICT Makongoro Health Centre
Mwanza,Nyamagana,Bugarika Dispensary
Mwanza,Nyamagana,Tambukareli Dispensary
Mwanza,Nyamagana,Mbugani Dispensary
Mwanza,Nyamagana,Mkolani Dispensary
Mwanza,Nyamagana,Fumagila Dispensary
Mwanza,Nyamagana,Shadi Dispensary
Mwanza,Nyamagana,Urafiki Community Health Centre
Mwanza,Nyamagana,Igogo Dispensary
Mwanza,Nyamagana,Bugando Medical Centre
Mwanza,Nyamagana,Bugando Hospital Pediatric Clinic
Mwanza,Nyamagana,Mwanza Military Hospital
Mwanza,Nyamagana,Hindu Union Hospital
Mwanza,Nyamagana,Mwananchi Hospital
Mwanza,Nyamagana,Kilombero health centre
Mwanza,Nyamagana,Makorongo Health Centre
Mwanza,Nyamagana,Butimba Hospital
Mwanza,Nyamagana,Nyamagana
Mwanza,Nyamagana,Magereza Disp
Mwanza,Kwimba,Ngudu District Hospital (Kwimba)
Mwanza,Kwimba,Mwamashimba Health Centre
Mwanza,Kwimba,Malya Health Centre
Mwanza,Kwimba,Nyambiti Dispensary
Mwanza,Kwimba,Nyamilama Health Centre
Mwanza,Kwimba,Kibitilwa Dispensary
Mwanza,Kwimba,Mwabilanda Dispensary
Mwanza,Kwimba,Bugulwa Dispensary
Mwanza,Kwimba,Chibuji Dispensary
Mwanza,Kwimba,Ibindo Dispensary
Mwanza,Kwimba,Ilula Dispensary
Mwanza,Kwimba,Ilumba Dispensary
Mwanza,Kwimba,Inala Dispensary
Mwanza,Kwimba,Izizimba Dispensary
Mwanza,Kwimba,Jojiro Dispensary
Mwanza,Kwimba,Kikubiji Dispensary
Mwanza,Kwimba,Kiliwi Dispensary
Mwanza,Kwimba,Lyoma Dispensary
Mwanza,Kwimba,Maligisu Dispensary
Mwanza,Kwimba,Mwanawa Dispensary
Mwanza,Kwimba,Manayi Dispensary
Mwanza,Kwimba,Bugembe Dispensary
Mwanza,Kwimba,Milyungu Dispensary
Mwanza,Kwimba,Mwadubi Dispensary
Mwanza,Kwimba,Mwakilyambiti Dispensary
Mwanza,Kwimba,Mwangika Dispensary
Mwanza,Kwimba,Mwankulwe Dispensary
Mwanza,Kwimba,Ngumo Dispenssary
Mwanza,Kwimba,Nyamigamba Dispensary
Mwanza,Kwimba,Nyamikoma Dispensary
Mwanza,Kwimba,Nyanhong'he Dispensary
Mwanza,Kwimba,Runere Dispensary
Mwanza,Kwimba,Shushi Dispensary
Mwanza,Kwimba,Wala Dispensary
Mwanza,Kwimba,Mwang'hangala Dispensary
Mwanza,Kwimba,Sumve Hospital
Mwanza,Kwimba,Busongo
Mwanza,Sengerema,Sengerema DDH
Mwanza,Sengerema,Katunguru Health Centre
Mwanza,Sengerema,Nyakaliro Health Centre
Mwanza,Sengerema,Mwangika Health Centre
Mwanza,Sengerema,Kome Health Centre
Mwanza,Sengerema,Sengerema Health Centre
Mwanza,Sengerema,Nyehunge Health Centre
Mwanza,Sengerema,Kakobe Health Centre
Mwanza,Sengerema,Busisi Dispensary
Mwanza,Sengerema,Kagunga Health Centre
Mwanza,Sengerema,Kahunda AICT Dispensary
Mwanza,Sengerema,Balatogwa Dispensary
Mwanza,Sengerema,Buhama Dispensary
Mwanza,Sengerema,Buhindi Dispensary
Mwanza,Sengerema,Bukokwa Dispensary
Mwanza,Sengerema,Bupandwamhela Dispensary
Mwanza,Sengerema,Busekeseke Dispensary
Mwanza,Sengerema,Busulwangili Dispensary
Mwanza,Sengerema,Buzilasoga Dispensary
Mwanza,Sengerema,Chamabanda Dispensary
Mwanza,Sengerema,Igaka Dispensary
Mwanza,Sengerema,Ilekanilo Dispensary
Mwanza,Sengerema,Iligamba Dispensary
Mwanza,Sengerema,Kafunzo Dispensary
Mwanza,Sengerema,Itabagumba Dispensary
Mwanza,Sengerema,Kalangalala Dispensary
Mwanza,Sengerema,Kalebezo Dispnsary
Mwanza,Sengerema,Karumo Dispensary
Mwanza,Sengerema,Kasenyi Dispensary
Mwanza,Sengerema,Kasisa Dispensary
Mwanza,Sengerema,Kasungamile Dispensary
Mwanza,Sengerema,Kishinda Dispensary
Mwanza,Sengerema,Luchili Dispensary
Mwanza,Sengerema,Luharanyonga Dispensary
Mwanza,Sengerema,Lushamba Dispensary
Mwanza,Sengerema,Maisome Dispensary
Mwanza,Sengerema,Ngoma A Dispensary
Mwanza,Sengerema,Ngoma B Dispensary
Mwanza,Sengerema,Ngomamtimba Dispensary
Mwanza,Sengerema,Nyamadoke Dispensary
Mwanza,Sengerema,Nyakasungwa Dispensary
Mwanza,Sengerema,Nyamatongo Dispensary
Mwanza,Sengerema,Nyamazugo Dispensary
Mwanza,Sengerema,Nyamizeze Dispensary
Mwanza,Sengerema,Nyampande Dispensary
Mwanza,Sengerema,Nyanchenche Dispensary
Mwanza,Sengerema,Nyazenda Dispensary
Mwanza,Sengerema,Kisaba Dispensary
Mwanza,Sengerema,Sima Dispensary
Mwanza,Sengerema,Sukuma Dispensary
Mwanza,Sengerema,Tunyenye Dispensary
Mwanza,Sengerema,Katoma Dispensary
Mwanza,Sengerema,Buyaga Dispensary
Geita,Geita,Geita District Hospital
Geita,Geita,Kharumwa Health Centre
Geita,Geita,Nzera Health Centre
Geita,Geita,Katoro Health Centre
Geita,Geita,Nkome Health Centre
Geita,Geita,Chikobe Health Centre
Geita,Geita,Bukoli Health Centre
Geita,Geita,Kashishi Health centre
Geita,Geita,Kasamwa Health Centre
Geita,Geita,Nyag'hwale Health Centre
Geita,Geita,Nyankumbu Health Centre
Geita,Geita,Nyarugusu Health Centre
Geita,Geita,Bugulula Dispensary
Geita,Geita,Bukondo Dispensary
Geita,Geita,Bukwimba Dispensary
Geita,Geita,Busanda Dispensary
Geita,Geita,Butwa Dispensary
Geita,Geita,Chibingo Dispensary
Geita,Geita,Chigunga Dispensary
Geita,Geita,Ihege Dispensary
Geita,Geita,Kagu Dispensary
Geita,Geita,Kakola Dispensary
Geita,Geita,Kifufu Dispensary
Geita,Geita,Lwamgasa Dispensary
Geita,Geita,Nkome Dispensary
Geita,Geita,Nyamalimbe Dispensary
Geita,Geita,Nyasembe Dispensary
Geita,Geita,Nyijundu Dispensary
Geita,Geita,Buyagu Dispensary
Geita,Geita,Senga Dispensary
Geita,Geita,Shabaka Dispensary
Geita,Geita,Nyangalamila Dispensary
Mwanza,Misungwi,Bukumbi Hospital
Mwanza,Misungwi,Ukiriguru Dispensary
Mwanza,Misungwi,Igokelo Dispensary
Mwanza,Misungwi,Buhingo Dispensary
Mwanza,Misungwi,Sumbugu Dispensary
Mwanza,Misungwi,Bugisha Dispensary
Mwanza,Misungwi,Buhunda Dispensary
Mwanza,Misungwi,Gambajiga Dispensary
Mwanza,Misungwi,Ibongoya Dispensary
Mwanza,Misungwi,Igongwe Dispensary
Mwanza,Misungwi,Isamilo Dispensary
Mwanza,Misungwi,Kaunda Dispensary
Mwanza,Misungwi,Kijima Dispensary
Mwanza,Misungwi,Mahando Health Centre
Mwanza,Misungwi,Mondo Dispensary
Mwanza,Misungwi,Mwagala Dispensary
Mwanza,Misungwi,Mamboku Dispensary
Mwanza,Misungwi,Mwambola Dispensary
Mwanza,Misungwi,Mwanangwa Dispensary
Mwanza,Misungwi,Ng'ombe Dispensary
Mwanza,Misungwi,Nguge Dispensary
Mwanza,Misungwi,Ntulya Dispensary
Mwanza,Misungwi,Nyabumhanda Dispensary
Mwanza,Misungwi,Nyahiti Dispensary
Mwanza,Misungwi,Nyamainze Dispensary
Mwanza,Misungwi,Nyamijundu Dispensary
Mwanza,Misungwi,Nyang'homango Dispensary
